Carpet Area,BHK,House Type,Furnishing,Address,Price
1550 sqft,3,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
55 Lac"
1200 sqft,3,Apartment,Furnished,"Saffron Residency Waghodiya Vadodara road, Waghodia Road Vadodara","₹
50 Lac"
1000 sqft,2,N/A,Semi-Furnished,Gorwa Vadodara,"₹
40 Lac"
800 sqft,2,N/A,Semi-Furnished,Tarsali Vadodara,"₹
20 Lac"
920 sqft,3,Apartment,Furnished,"Safalya Bliss, Atladra Vadodara","₹
45 Lac"
1050 sqft,3,Apartment,Unfurnished,"Ratnakar Resicom, Gotri Vadodara","₹
49.5 Lac"
830 sqft,2,Apartment,Semi-Furnished,Atladra Vadodara,"₹
25 Lac"
750 sqft,2,N/A,Semi-Furnished,Akota Vadodara,"₹
30 Lac"
1250 sqft,3,House,Semi-Furnished,Atladara Vadodara,"₹
80.5 Lac"
800 sqft,2,Apartment,Furnished,Bhayli Vadodara,"₹
35 Lac"
970 sqft,2,Apartment,Unfurnished,Sama Vadodara,"₹
55 Lac"
750 sqft,3,House,Semi-Furnished,Atladara Vadodara,"₹
75 Lac"
3550 sqft,5,Apartment,Unfurnished,Sama Savli Road Vadodara,"₹
1.25 Cr"
1050 sqft,2,Apartment,Unfurnished,"Rajeshwar Planet, Harni Vadodara","₹
33 Lac"
850 sqft,2,Apartment,Unfurnished,"Lakshya Avenue, New Kareli Baug Vadodara","₹
26 Lac"
700 sqft,2,N/A,Semi-Furnished,Waghodia Road Vadodara,"₹
31 Lac"
1200 sqft,2,Apartment,Unfurnished,Gotri Vadodara,"₹
38 Lac"
1007 sqft,3,House,Unfurnished,Soma Talav Vadodara,"₹
80 Lac"
1500 sqft,3,Apartment,Furnished,"Balaji greens, Chhani Jakat Naka Vadodara","₹
50 Lac"
1050 sqft,2,Apartment,Unfurnished,Solitude 1 Vadodara,"₹
40 Lac"
1200 sqft,2,House,Semi-Furnished,Vasna Road Vadodara,"₹
47 Lac"
700 sqft,2,Apartment,Semi-Furnished,Sayajipura Vadodara,"₹
16 Lac"
1000 sqft,2,Apartment,Semi-Furnished,Ashwamegh Nagar Vadodara,"₹
36 Lac"
460 sqft,1,Apartment,Unfurnished,Vemali Vadodara,"₹
20 Lac"
1600 sqft,4,House,Unfurnished,Kalali Road Vadodara,"₹
70 Lac"
950 sqft,3,Apartment,Semi-Furnished,"The Planet 1, Bill Vadodara","₹
25 Lac"
980 sqft,2,House,Semi-Furnished,Waghodia Road Vadodara,"₹
50 Lac"
1620 sqft,3,Villa,Semi-Furnished,Waghodia Road Vadodara,"₹
87 Lac"
660 sqft,2,Apartment,Semi-Furnished,"Shree Vakratund Residency, Tarsali Vadodara","₹
24.5 Lac"
620 sqft,1,House,Unfurnished,ananta subhllaxmi Vadodara,"₹
22.5 Lac"
900 sqft,2,Apartment,Furnished,Ring Road Vadodara,"₹
33 Lac"
900 sqft,2,N/A,Semi-Furnished,Maneja Vadodara,"₹
20 Lac"
645 sqft,2,Apartment,Unfurnished,Aatmiya Heights Vadodara,"₹
34.7 Lac"
750 sqft,2,Apartment,Unfurnished,Saakar Splendora Vadodara,"₹
25 Lac"
1075 sqft,3,House,Unfurnished,Waghodia Road Vadodara,"₹
67 Lac"
925 sqft,3,House,Furnished,Sayaji Park Society Vadodara,"₹
65 Lac"
950 sqft,3,House,Semi-Furnished,"Akshar City, Dabhoi Road Vadodara","₹
47 Lac"
900 sqft,2,Apartment,Semi-Furnished,Vadsar Vadodara,"₹
32 Lac"
1600 sqft,5,House,N/A,"Vivekananda Society, Makar Pura Vadodara","₹
79 Lac"
61 sqm,2,Apartment,Furnished,Sayajipura Vadodara,"₹
40 Lac"
2593 sqft,4,Apartment,Furnished,Akota Vadodara,"₹
2.75 Cr"
1400 sqft,4,House,Semi-Furnished,"Narayan West, Vasna Bhayli Main Road Vadodara","₹
1.70 Cr"
1080 sqft,2,Apartment,Semi-Furnished,Vasna-Bhayli-Road Vadodara,"₹
35 Lac"
540 sqft,2,Apartment,Semi-Furnished,Panchvati Vadodara,"₹
29 Lac"
1800 sqft,3,N/A,Semi-Furnished,Gotri Vadodara,"₹
60 Lac"
1100 sqft,2,Apartment,Unfurnished,Undera Village Vadodara,"₹
20 Lac"
450 sqft,1,Apartment,Semi-Furnished,Kendranagar Vadodara,"₹
17 Lac"
821 sqft,4,House,Unfurnished,Sayajipura Vadodara,"₹
1.30 Cr"
1460 sqft,3,Apartment,Furnished,Karelibaug Vadodara,"₹
40 Lac"
1700 sqft,3,House,Furnished,"Rashmi park, behind Dudheshwar Society, Vadodara Vadodara","₹
68 Lac"
1420 sqft,5,House,Semi-Furnished,Nizampura Vadodara,"₹
1.40 Cr"
